id|data_iniSE|casos|ibge_code|cidade|uf|cep|latitude|longitude
1618|2015-11-15|0.0|230060|Altaneira|CE|63195-000|-6.9874|-39.7274
1619|2015-11-22|0.0|230060|Altaneira|CE|63195-000|-6.9874|-39.7274
1620|2015-11-29|0.0|230060|Altaneira|CE|63195-000|-6.9874|-39.7274
1621|2015-12-06|0.0|230060|Altaneira|CE|63195-000|-6.9874|-39.7274
1622|2015-12-13|0.0|230060|Altaneira|CE|63195-000|-6.9874|-39.7274
1623|2015-12-20|0.0|230060|Altaneira|CE|63195-000|-6.9874|-39.7274
1624|2015-12-27|0.0|230060|Altaneira|CE|63195-000|-6.9874|-39.7274
1835|2015-01-04|0.0|230070|Alto Santo|CE|62970-000|-5.5241|-38.2092
1836|2015-01-11|0.0|230070|Alto Santo|CE|62970-000|-5.5241|-38.2092
1837|2015-01-18|0.0|230070|Alto Santo|CE|62970-000|-5.5241|-38.2092
1838|2015-01-25|0.0|230070|Alto Santo|CE|62970-000|-5.5241|-38.2092
1839|2015-02-01|0.0|230070|Alto Santo|CE|62970-000|-5.5241|-38.2092
1840|2015-02-08|0.0|230070|Alto Santo|CE|62970-000|-5.5241|-38.2092
1841|2015-02-15|0.0|230070|Alto Santo|CE|62970-000|-5.5241|-38.2092
1842|2015-02-22|0.0|230070|Alto Santo|CE|62970-000|-5.5241|-38.2092
1843|2015-03-01|0.0|230070|Alto Santo|CE|62970-000|-5.5241|-38.2092
1844|2015-03-08|0.0|230070|Alto Santo|CE|62970-000|-5.5241|-38.2092
1845|2015-03-15|0.0|230070|Alto Santo|CE|62970-000|-5.5241|-38.2092
1846|2015-03-22|0.0|230070|Alto Santo|CE|62970-000|-5.5241|-38.2092
1847|2015-03-29|0.0|230070|Alto Santo|CE|62970-000|-5.5241|-38.2092
1848|2015-04-05|0.0|230070|Alto Santo|CE|62970-000|-5.5241|-38.2092
1849|2015-04-12|0.0|230070|Alto Santo|CE|62970-000|-5.5241|-38.2092
1850|2015-04-19|0.0|230070|Alto Santo|CE|62970-000|-5.5241|-38.2092
1851|2015-04-26|0.0|230070|Alto Santo|CE|62970-000|-5.5241|-38.2092
1852|2015-05-03|0.0|230070|Alto Santo|CE|62970-000|-5.5241|-38.2092
1853|2015-05-10|0.0|230070|Alto Santo|CE|62970-000|-5.5241|-38.2092
1854|2015-05-17|0.0|230070|Alto Santo|CE|62970-000|-5.5241|-38.2092
1855|2015-05-24|0.0|230070|Alto Santo|CE|62970-000|-5.5241|-38.2092
1856|2015-05-31|0.0|230070|Alto Santo|CE|62970-000|-5.5241|-38.2092
1857|2015-06-07|0.0|230070|Alto Santo|CE|62970-000|-5.5241|-38.2092
1858|2015-06-14|0.0|230070|Alto Santo|CE|62970-000|-5.5241|-38.2092
1859|2015-06-21|0.0|230070|Alto Santo|CE|62970-000|-5.5241|-38.2092
1860|2015-06-28|0.0|230070|Alto Santo|CE|62970-000|-5.5241|-38.2092
1861|2015-07-05|0.0|230070|Alto Santo|CE|62970-000|-5.5241|-38.2092
1862|2015-07-12|0.0|230070|Alto Santo|CE|62970-000|-5.5241|-38.2092
1863|2015-07-19|0.0|230070|Alto Santo|CE|62970-000|-5.5241|-38.2092
1864|2015-07-26|0.0|230070|Alto Santo|CE|62970-000|-5.5241|-38.2092
1865|2015-08-02|0.0|230070|Alto Santo|CE|62970-000|-5.5241|-38.2092
1866|2015-08-09|0.0|230070|Alto Santo|CE|62970-000|-5.5241|-38.2092
1867|2015-08-16|0.0|230070|Alto Santo|CE|62970-000|-5.5241|-38.2092
1868|2015-08-23|0.0|230070|Alto Santo|CE|62970-000|-5.5241|-38.2092
1869|2015-08-30|0.0|230070|Alto Santo|CE|62970-000|-5.5241|-38.2092
1870|2015-09-06|0.0|230070|Alto Santo|CE|62970-000|-5.5241|-38.2092
1871|2015-09-13|0.0|230070|Alto Santo|CE|62970-000|-5.5241|-38.2092
1872|2015-09-20|0.0|230070|Alto Santo|CE|62970-000|-5.5241|-38.2092
1873|2015-09-27|0.0|230070|Alto Santo|CE|62970-000|-5.5241|-38.2092
1878|2015-11-01|0.0|230070|Alto Santo|CE|62970-000|-5.5241|-38.2092
1879|2015-11-08|0.0|230070|Alto Santo|CE|62970-000|-5.5241|-38.2092
1880|2015-11-15|0.0|230070|Alto Santo|CE|62970-000|-5.5241|-38.2092
1881|2015-11-22|0.0|230070|Alto Santo|CE|62970-000|-5.5241|-38.2092
1882|2015-11-29|0.0|230070|Alto Santo|CE|62970-000|-5.5241|-38.2092
1883|2015-12-06|0.0|230070|Alto Santo|CE|62970-000|-5.5241|-38.2092
1884|2015-12-13|0.0|230070|Alto Santo|CE|62970-000|-5.5241|-38.2092
1885|2015-12-20|0.0|230070|Alto Santo|CE|62970-000|-5.5241|-38.2092
1886|2015-12-27|0.0|230070|Alto Santo|CE|62970-000|-5.5241|-38.2092
2097|2015-01-04|0.0|230075|Amontada|CE|62540-000|-3.2794|-39.8058
2098|2015-01-11|0.0|230075|Amontada|CE|62540-000|-3.2794|-39.8058
2099|2015-01-18|2.0|230075|Amontada|CE|62540-000|-3.2794|-39.8058
2100|2015-01-25|0.0|230075|Amontada|CE|62540-000|-3.2794|-39.8058
2101|2015-02-01|0.0|230075|Amontada|CE|62540-000|-3.2794|-39.8058
2102|2015-02-08|0.0|230075|Amontada|CE|62540-000|-3.2794|-39.8058
2103|2015-02-15|1.0|230075|Amontada|CE|62540-000|-3.2794|-39.8058
2104|2015-02-22|3.0|230075|Amontada|CE|62540-000|-3.2794|-39.8058
2105|2015-03-01|0.0|230075|Amontada|CE|62540-000|-3.2794|-39.8058
2106|2015-03-08|7.0|230075|Amontada|CE|62540-000|-3.2794|-39.8058
2107|2015-03-15|5.0|230075|Amontada|CE|62540-000|-3.2794|-39.8058
2108|2015-03-22|4.0|230075|Amontada|CE|62540-000|-3.2794|-39.8058
2109|2015-03-29|7.0|230075|Amontada|CE|62540-000|-3.2794|-39.8058
2110|2015-04-05|5.0|230075|Amontada|CE|62540-000|-3.2794|-39.8058
2111|2015-04-12|5.0|230075|Amontada|CE|62540-000|-3.2794|-39.8058
2112|2015-04-19|1.0|230075|Amontada|CE|62540-000|-3.2794|-39.8058
2113|2015-04-26|2.0|230075|Amontada|CE|62540-000|-3.2794|-39.8058
2114|2015-05-03|0.0|230075|Amontada|CE|62540-000|-3.2794|-39.8058
2115|2015-05-10|0.0|230075|Amontada|CE|62540-000|-3.2794|-39.8058
2116|2015-05-17|0.0|230075|Amontada|CE|62540-000|-3.2794|-39.8058
2117|2015-05-24|1.0|230075|Amontada|CE|62540-000|-3.2794|-39.8058
2118|2015-05-31|0.0|230075|Amontada|CE|62540-000|-3.2794|-39.8058
2119|2015-06-07|0.0|230075|Amontada|CE|62540-000|-3.2794|-39.8058
2120|2015-06-14|0.0|230075|Amontada|CE|62540-000|-3.2794|-39.8058
2121|2015-06-21|0.0|230075|Amontada|CE|62540-000|-3.2794|-39.8058
2122|2015-06-28|0.0|230075|Amontada|CE|62540-000|-3.2794|-39.8058
2123|2015-07-05|0.0|230075|Amontada|CE|62540-000|-3.2794|-39.8058
2124|2015-07-12|1.0|230075|Amontada|CE|62540-000|-3.2794|-39.8058
2125|2015-07-19|0.0|230075|Amontada|CE|62540-000|-3.2794|-39.8058
2126|2015-07-26|0.0|230075|Amontada|CE|62540-000|-3.2794|-39.8058
2127|2015-08-02|0.0|230075|Amontada|CE|62540-000|-3.2794|-39.8058
2128|2015-08-09|0.0|230075|Amontada|CE|62540-000|-3.2794|-39.8058
2129|2015-08-16|0.0|230075|Amontada|CE|62540-000|-3.2794|-39.8058
2130|2015-08-23|0.0|230075|Amontada|CE|62540-000|-3.2794|-39.8058
2131|2015-08-30|0.0|230075|Amontada|CE|62540-000|-3.2794|-39.8058
2132|2015-09-06|0.0|230075|Amontada|CE|62540-000|-3.2794|-39.8058
2133|2015-09-13|0.0|230075|Amontada|CE|62540-000|-3.2794|-39.8058
2134|2015-09-20|0.0|230075|Amontada|CE|62540-000|-3.2794|-39.8058
2135|2015-09-27|0.0|230075|Amontada|CE|62540-000|-3.2794|-39.8058
2140|2015-11-01|0.0|230075|Amontada|CE|62540-000|-3.2794|-39.8058
2141|2015-11-08|0.0|230075|Amontada|CE|62540-000|-3.2794|-39.8058
2142|2015-11-15|0.0|230075|Amontada|CE|62540-000|-3.2794|-39.8058
2143|2015-11-22|0.0|230075|Amontada|CE|62540-000|-3.2794|-39.8058
2144|2015-11-29|0.0|230075|Amontada|CE|62540-000|-3.2794|-39.8058
2145|2015-12-06|0.0|230075|Amontada|CE|62540-000|-3.2794|-39.8058
2146|2015-12-13|0.0|230075|Amontada|CE|62540-000|-3.2794|-39.8058
2147|2015-12-20|0.0|230075|Amontada|CE|62540-000|-3.2794|-39.8058
2148|2015-12-27|0.0|230075|Amontada|CE|62540-000|-3.2794|-39.8058
2359|2015-01-04|0.0|230080|Antonina Do Norte|CE|63570-000|-6.7362|-39.9788
2360|2015-01-11|0.0|230080|Antonina Do Norte|CE|63570-000|-6.7362|-39.9788
2361|2015-01-18|0.0|230080|Antonina Do Norte|CE|63570-000|-6.7362|-39.9788
2362|2015-01-25|0.0|230080|Antonina Do Norte|CE|63570-000|-6.7362|-39.9788
2363|2015-02-01|0.0|230080|Antonina Do Norte|CE|63570-000|-6.7362|-39.9788
2364|2015-02-08|0.0|230080|Antonina Do Norte|CE|63570-000|-6.7362|-39.9788
2365|2015-02-15|0.0|230080|Antonina Do Norte|CE|63570-000|-6.7362|-39.9788
2366|2015-02-22|0.0|230080|Antonina Do Norte|CE|63570-000|-6.7362|-39.9788
2367|2015-03-01|0.0|230080|Antonina Do Norte|CE|63570-000|-6.7362|-39.9788
2368|2015-03-08|0.0|230080|Antonina Do Norte|CE|63570-000|-6.7362|-39.9788
2369|2015-03-15|0.0|230080|Antonina Do Norte|CE|63570-000|-6.7362|-39.9788
2370|2015-03-22|0.0|230080|Antonina Do Norte|CE|63570-000|-6.7362|-39.9788
2371|2015-03-29|0.0|230080|Antonina Do Norte|CE|63570-000|-6.7362|-39.9788
2372|2015-04-05|0.0|230080|Antonina Do Norte|CE|63570-000|-6.7362|-39.9788
2373|2015-04-12|0.0|230080|Antonina Do Norte|CE|63570-000|-6.7362|-39.9788
2374|2015-04-19|0.0|230080|Antonina Do Norte|CE|63570-000|-6.7362|-39.9788
2375|2015-04-26|0.0|230080|Antonina Do Norte|CE|63570-000|-6.7362|-39.9788
2376|2015-05-03|0.0|230080|Antonina Do Norte|CE|63570-000|-6.7362|-39.9788
2377|2015-05-10|0.0|230080|Antonina Do Norte|CE|63570-000|-6.7362|-39.9788
2378|2015-05-17|0.0|230080|Antonina Do Norte|CE|63570-000|-6.7362|-39.9788
2379|2015-05-24|0.0|230080|Antonina Do Norte|CE|63570-000|-6.7362|-39.9788
2380|2015-05-31|0.0|230080|Antonina Do Norte|CE|63570-000|-6.7362|-39.9788
2381|2015-06-07|0.0|230080|Antonina Do Norte|CE|63570-000|-6.7362|-39.9788
2382|2015-06-14|0.0|230080|Antonina Do Norte|CE|63570-000|-6.7362|-39.9788
2383|2015-06-21|0.0|230080|Antonina Do Norte|CE|63570-000|-6.7362|-39.9788
2384|2015-06-28|0.0|230080|Antonina Do Norte|CE|63570-000|-6.7362|-39.9788
2385|2015-07-05|0.0|230080|Antonina Do Norte|CE|63570-000|-6.7362|-39.9788
2386|2015-07-12|0.0|230080|Antonina Do Norte|CE|63570-000|-6.7362|-39.9788
2387|2015-07-19|0.0|230080|Antonina Do Norte|CE|63570-000|-6.7362|-39.9788
2388|2015-07-26|0.0|230080|Antonina Do Norte|CE|63570-000|-6.7362|-39.9788
2389|2015-08-02|0.0|230080|Antonina Do Norte|CE|63570-000|-6.7362|-39.9788
2390|2015-08-09|0.0|230080|Antonina Do Norte|CE|63570-000|-6.7362|-39.9788
2391|2015-08-16|0.0|230080|Antonina Do Norte|CE|63570-000|-6.7362|-39.9788
2392|2015-08-23|0.0|230080|Antonina Do Norte|CE|63570-000|-6.7362|-39.9788
2393|2015-08-30|0.0|230080|Antonina Do Norte|CE|63570-000|-6.7362|-39.9788
2394|2015-09-06|0.0|230080|Antonina Do Norte|CE|63570-000|-6.7362|-39.9788
2395|2015-09-13|0.0|230080|Antonina Do Norte|CE|63570-000|-6.7362|-39.9788
2396|2015-09-20|0.0|230080|Antonina Do Norte|CE|63570-000|-6.7362|-39.9788
2397|2015-09-27|0.0|230080|Antonina Do Norte|CE|63570-000|-6.7362|-39.9788
2402|2015-11-01|0.0|230080|Antonina Do Norte|CE|63570-000|-6.7362|-39.9788
2403|2015-11-08|0.0|230080|Antonina Do Norte|CE|63570-000|-6.7362|-39.9788
2404|2015-11-15|0.0|230080|Antonina Do Norte|CE|63570-000|-6.7362|-39.9788
2405|2015-11-22|0.0|230080|Antonina Do Norte|CE|63570-000|-6.7362|-39.9788
2406|2015-11-29|0.0|230080|Antonina Do Norte|CE|63570-000|-6.7362|-39.9788
2407|2015-12-06|0.0|230080|Antonina Do Norte|CE|63570-000|-6.7362|-39.9788
2408|2015-12-13|0.0|230080|Antonina Do Norte|CE|63570-000|-6.7362|-39.9788
2409|2015-12-20|0.0|230080|Antonina Do Norte|CE|63570-000|-6.7362|-39.9788
2410|2015-12-27|0.0|230080|Antonina Do Norte|CE|63570-000|-6.7362|-39.9788
2621|2015-01-04|0.0|230090|Apuiarés|CE|62630-000|-3.95|-39.3037
2622|2015-01-11|0.0|230090|Apuiarés|CE|62630-000|-3.95|-39.3037
2623|2015-01-18|0.0|230090|Apuiarés|CE|62630-000|-3.95|-39.3037
2624|2015-01-25|0.0|230090|Apuiarés|CE|62630-000|-3.95|-39.3037
2625|2015-02-01|0.0|230090|Apuiarés|CE|62630-000|-3.95|-39.3037
2626|2015-02-08|0.0|230090|Apuiarés|CE|62630-000|-3.95|-39.3037
2627|2015-02-15|0.0|230090|Apuiarés|CE|62630-000|-3.95|-39.3037
2628|2015-02-22|0.0|230090|Apuiarés|CE|62630-000|-3.95|-39.3037
2629|2015-03-01|0.0|230090|Apuiarés|CE|62630-000|-3.95|-39.3037
2630|2015-03-08|0.0|230090|Apuiarés|CE|62630-000|-3.95|-39.3037
2631|2015-03-15|0.0|230090|Apuiarés|CE|62630-000|-3.95|-39.3037
2632|2015-03-22|0.0|230090|Apuiarés|CE|62630-000|-3.95|-39.3037
2633|2015-03-29|0.0|230090|Apuiarés|CE|62630-000|-3.95|-39.3037
2634|2015-04-05|0.0|230090|Apuiarés|CE|62630-000|-3.95|-39.3037
2635|2015-04-12|0.0|230090|Apuiarés|CE|62630-000|-3.95|-39.3037
2636|2015-04-19|0.0|230090|Apuiarés|CE|62630-000|-3.95|-39.3037
2637|2015-04-26|0.0|230090|Apuiarés|CE|62630-000|-3.95|-39.3037
2638|2015-05-03|0.0|230090|Apuiarés|CE|62630-000|-3.95|-39.3037
2639|2015-05-10|0.0|230090|Apuiarés|CE|62630-000|-3.95|-39.3037
2640|2015-05-17|0.0|230090|Apuiarés|CE|62630-000|-3.95|-39.3037
2641|2015-05-24|0.0|230090|Apuiarés|CE|62630-000|-3.95|-39.3037
2642|2015-05-31|0.0|230090|Apuiarés|CE|62630-000|-3.95|-39.3037
2643|2015-06-07|0.0|230090|Apuiarés|CE|62630-000|-3.95|-39.3037
2644|2015-06-14|0.0|230090|Apuiarés|CE|62630-000|-3.95|-39.3037
2645|2015-06-21|0.0|230090|Apuiarés|CE|62630-000|-3.95|-39.3037
2646|2015-06-28|0.0|230090|Apuiarés|CE|62630-000|-3.95|-39.3037
2647|2015-07-05|0.0|230090|Apuiarés|CE|62630-000|-3.95|-39.3037
2648|2015-07-12|0.0|230090|Apuiarés|CE|62630-000|-3.95|-39.3037
2649|2015-07-19|0.0|230090|Apuiarés|CE|62630-000|-3.95|-39.3037
2650|2015-07-26|0.0|230090|Apuiarés|CE|62630-000|-3.95|-39.3037
2651|2015-08-02|0.0|230090|Apuiarés|CE|62630-000|-3.95|-39.3037
2652|2015-08-09|0.0|230090|Apuiarés|CE|62630-000|-3.95|-39.3037
2653|2015-08-16|0.0|230090|Apuiarés|CE|62630-000|-3.95|-39.3037
2654|2015-08-23|0.0|230090|Apuiarés|CE|62630-000|-3.95|-39.3037
2655|2015-08-30|0.0|230090|Apuiarés|CE|62630-000|-3.95|-39.3037
2656|2015-09-06|0.0|230090|Apuiarés|CE|62630-000|-3.95|-39.3037
2657|2015-09-13|0.0|230090|Apuiarés|CE|62630-000|-3.95|-39.3037
2658|2015-09-20|0.0|230090|Apuiarés|CE|62630-000|-3.95|-39.3037
2659|2015-09-27|0.0|230090|Apuiarés|CE|62630-000|-3.95|-39.3037
2664|2015-11-01|0.0|230090|Apuiarés|CE|62630-000|-3.95|-39.3037
2665|2015-11-08|0.0|230090|Apuiarés|CE|62630-000|-3.95|-39.3037
2666|2015-11-15|0.0|230090|Apuiarés|CE|62630-000|-3.95|-39.3037
2667|2015-11-22|0.0|230090|Apuiarés|CE|62630-000|-3.95|-39.3037
2668|2015-11-29|0.0|230090|Apuiarés|CE|62630-000|-3.95|-39.3037
2669|2015-12-06|0.0|230090|Apuiarés|CE|62630-000|-3.95|-39.3037
2670|2015-12-13|0.0|230090|Apuiarés|CE|62630-000|-3.95|-39.3037
2671|2015-12-20|0.0|230090|Apuiarés|CE|62630-000|-3.95|-39.3037
2672|2015-12-27|0.0|230090|Apuiarés|CE|62630-000|-3.95|-39.3037
2882|2015-01-04|2.0|230100|Aquiraz|CE|61700-000|-3.9016|-38.3913
2883|2015-03-08|224.0|230100|Aquiraz|CE|61700-000|-3.9016|-38.3913
2897|2015-11-29|3.0|230100|Aquiraz|CE|61700-000|-3.9016|-38.3913
2904|2015-01-11|3.0|230100|Aquiraz|CE|61700-000|-3.9016|-38.3913
2905|2015-01-18|5.0|230100|Aquiraz|CE|61700-000|-3.9016|-38.3913
2906|2015-01-25|17.0|230100|Aquiraz|CE|61700-000|-3.9016|-38.3913
2907|2015-02-01|16.0|230100|Aquiraz|CE|61700-000|-3.9016|-38.3913
2908|2015-02-08|35.0|230100|Aquiraz|CE|61700-000|-3.9016|-38.3913
2909|2015-02-15|25.0|230100|Aquiraz|CE|61700-000|-3.9016|-38.3913
2910|2015-02-22|44.0|230100|Aquiraz|CE|61700-000|-3.9016|-38.3913
2911|2015-03-01|69.0|230100|Aquiraz|CE|61700-000|-3.9016|-38.3913
2912|2015-03-15|154.0|230100|Aquiraz|CE|61700-000|-3.9016|-38.3913
2913|2015-03-22|104.0|230100|Aquiraz|CE|61700-000|-3.9016|-38.3913
2914|2015-03-29|58.0|230100|Aquiraz|CE|61700-000|-3.9016|-38.3913
2915|2015-04-05|156.0|230100|Aquiraz|CE|61700-000|-3.9016|-38.3913
2916|2015-04-12|7.0|230100|Aquiraz|CE|61700-000|-3.9016|-38.3913
2917|2015-04-19|6.0|230100|Aquiraz|CE|61700-000|-3.9016|-38.3913
2918|2015-04-26|1.0|230100|Aquiraz|CE|61700-000|-3.9016|-38.3913
2919|2015-05-03|9.0|230100|Aquiraz|CE|61700-000|-3.9016|-38.3913
2920|2015-05-10|12.0|230100|Aquiraz|CE|61700-000|-3.9016|-38.3913
2921|2015-05-17|8.0|230100|Aquiraz|CE|61700-000|-3.9016|-38.3913
2922|2015-05-24|39.0|230100|Aquiraz|CE|61700-000|-3.9016|-38.3913
2923|2015-05-31|19.0|230100|Aquiraz|CE|61700-000|-3.9016|-38.3913
2924|2015-06-07|10.0|230100|Aquiraz|CE|61700-000|-3.9016|-38.3913
2925|2015-06-14|19.0|230100|Aquiraz|CE|61700-000|-3.9016|-38.3913
2926|2015-06-21|11.0|230100|Aquiraz|CE|61700-000|-3.9016|-38.3913
2927|2015-06-28|5.0|230100|Aquiraz|CE|61700-000|-3.9016|-38.3913
2928|2015-07-05|7.0|230100|Aquiraz|CE|61700-000|-3.9016|-38.3913
2929|2015-07-12|7.0|230100|Aquiraz|CE|61700-000|-3.9016|-38.3913
2930|2015-07-19|4.0|230100|Aquiraz|CE|61700-000|-3.9016|-38.3913
2931|2015-07-26|2.0|230100|Aquiraz|CE|61700-000|-3.9016|-38.3913
2932|2015-08-02|5.0|230100|Aquiraz|CE|61700-000|-3.9016|-38.3913
2933|2015-08-09|2.0|230100|Aquiraz|CE|61700-000|-3.9016|-38.3913
2934|2015-08-16|9.0|230100|Aquiraz|CE|61700-000|-3.9016|-38.3913
2935|2015-08-23|4.0|230100|Aquiraz|CE|61700-000|-3.9016|-38.3913
2936|2015-08-30|0.0|230100|Aquiraz|CE|61700-000|-3.9016|-38.3913
2937|2015-09-06|0.0|230100|Aquiraz|CE|61700-000|-3.9016|-38.3913
2938|2015-09-20|3.0|230100|Aquiraz|CE|61700-000|-3.9016|-38.3913
2939|2015-09-27|0.0|230100|Aquiraz|CE|61700-000|-3.9016|-38.3913
2944|2015-11-01|0.0|230100|Aquiraz|CE|61700-000|-3.9016|-38.3913
2945|2015-11-08|0.0|230100|Aquiraz|CE|61700-000|-3.9016|-38.3913
2946|2015-11-15|0.0|230100|Aquiraz|CE|61700-000|-3.9016|-38.3913
2947|2015-11-22|0.0|230100|Aquiraz|CE|61700-000|-3.9016|-38.3913
2948|2015-12-06|5.0|230100|Aquiraz|CE|61700-000|-3.9016|-38.3913
2949|2015-12-13|3.0|230100|Aquiraz|CE|61700-000|-3.9016|-38.3913
2950|2015-12-20|6.0|230100|Aquiraz|CE|61700-000|-3.9016|-38.3913
2951|2015-12-27|4.0|230100|Aquiraz|CE|61700-000|-3.9016|-38.3913
3126|2015-09-13|1.0|230100|Aquiraz|CE|61700-000|-3.9016|-38.3913
3145|2015-01-04|0.0|230110|Aracati|CE|62800-000|-4.6207|-37.7631
3146|2015-01-11|0.0|230110|Aracati|CE|62800-000|-4.6207|-37.7631
3147|2015-01-18|0.0|230110|Aracati|CE|62800-000|-4.6207|-37.7631
3148|2015-01-25|1.0|230110|Aracati|CE|62800-000|-4.6207|-37.7631
3149|2015-02-01|0.0|230110|Aracati|CE|62800-000|-4.6207|-37.7631
3150|2015-02-08|0.0|230110|Aracati|CE|62800-000|-4.6207|-37.7631
3151|2015-02-15|0.0|230110|Aracati|CE|62800-000|-4.6207|-37.7631
3152|2015-02-22|0.0|230110|Aracati|CE|62800-000|-4.6207|-37.7631
3153|2015-03-01|0.0|230110|Aracati|CE|62800-000|-4.6207|-37.7631
3154|2015-03-08|0.0|230110|Aracati|CE|62800-000|-4.6207|-37.7631
3155|2015-03-15|0.0|230110|Aracati|CE|62800-000|-4.6207|-37.7631
3156|2015-03-22|0.0|230110|Aracati|CE|62800-000|-4.6207|-37.7631
3157|2015-03-29|0.0|230110|Aracati|CE|62800-000|-4.6207|-37.7631
3158|2015-04-05|0.0|230110|Aracati|CE|62800-000|-4.6207|-37.7631
3159|2015-04-12|0.0|230110|Aracati|CE|62800-000|-4.6207|-37.7631
3160|2015-04-19|0.0|230110|Aracati|CE|62800-000|-4.6207|-37.7631
3161|2015-04-26|0.0|230110|Aracati|CE|62800-000|-4.6207|-37.7631
3162|2015-05-03|0.0|230110|Aracati|CE|62800-000|-4.6207|-37.7631
3163|2015-05-10|0.0|230110|Aracati|CE|62800-000|-4.6207|-37.7631
3164|2015-05-17|0.0|230110|Aracati|CE|62800-000|-4.6207|-37.7631
3165|2015-05-24|0.0|230110|Aracati|CE|62800-000|-4.6207|-37.7631
3166|2015-05-31|0.0|230110|Aracati|CE|62800-000|-4.6207|-37.7631
3167|2015-06-07|0.0|230110|Aracati|CE|62800-000|-4.6207|-37.7631
3168|2015-06-14|0.0|230110|Aracati|CE|62800-000|-4.6207|-37.7631
3169|2015-06-21|1.0|230110|Aracati|CE|62800-000|-4.6207|-37.7631
3170|2015-06-28|0.0|230110|Aracati|CE|62800-000|-4.6207|-37.7631
3171|2015-07-05|0.0|230110|Aracati|CE|62800-000|-4.6207|-37.7631
3172|2015-07-12|0.0|230110|Aracati|CE|62800-000|-4.6207|-37.7631
3173|2015-07-19|0.0|230110|Aracati|CE|62800-000|-4.6207|-37.7631
3174|2015-07-26|0.0|230110|Aracati|CE|62800-000|-4.6207|-37.7631
3175|2015-08-02|0.0|230110|Aracati|CE|62800-000|-4.6207|-37.7631
3176|2015-08-09|0.0|230110|Aracati|CE|62800-000|-4.6207|-37.7631
3177|2015-08-16|0.0|230110|Aracati|CE|62800-000|-4.6207|-37.7631
3178|2015-08-23|0.0|230110|Aracati|CE|62800-000|-4.6207|-37.7631
3179|2015-08-30|0.0|230110|Aracati|CE|62800-000|-4.6207|-37.7631
3180|2015-09-06|0.0|230110|Aracati|CE|62800-000|-4.6207|-37.7631
3181|2015-09-13|0.0|230110|Aracati|CE|62800-000|-4.6207|-37.7631
3182|2015-09-20|0.0|230110|Aracati|CE|62800-000|-4.6207|-37.7631
3183|2015-09-27|0.0|230110|Aracati|CE|62800-000|-4.6207|-37.7631
3188|2015-11-01|0.0|230110|Aracati|CE|62800-000|-4.6207|-37.7631
3189|2015-11-08|0.0|230110|Aracati|CE|62800-000|-4.6207|-37.7631
3190|2015-11-15|0.0|230110|Aracati|CE|62800-000|-4.6207|-37.7631
3191|2015-11-22|0.0|230110|Aracati|CE|62800-000|-4.6207|-37.7631
3192|2015-11-29|0.0|230110|Aracati|CE|62800-000|-4.6207|-37.7631
3193|2015-12-06|0.0|230110|Aracati|CE|62800-000|-4.6207|-37.7631
3194|2015-12-13|0.0|230110|Aracati|CE|62800-000|-4.6207|-37.7631
3195|2015-12-20|0.0|230110|Aracati|CE|62800-000|-4.6207|-37.7631
3196|2015-12-27|0.0|230110|Aracati|CE|62800-000|-4.6207|-37.7631
3407|2015-01-04|0.0|230120|Aracoiaba|CE|62750-000|-4.4905|-38.6776
3408|2015-01-11|0.0|230120|Aracoiaba|CE|62750-000|-4.4905|-38.6776
3409|2015-01-18|0.0|230120|Aracoiaba|CE|62750-000|-4.4905|-38.6776
3410|2015-01-25|0.0|230120|Aracoiaba|CE|62750-000|-4.4905|-38.6776
3411|2015-02-01|0.0|230120|Aracoiaba|CE|62750-000|-4.4905|-38.6776
3412|2015-02-08|0.0|230120|Aracoiaba|CE|62750-000|-4.4905|-38.6776
3413|2015-02-15|0.0|230120|Aracoiaba|CE|62750-000|-4.4905|-38.6776
3414|2015-02-22|0.0|230120|Aracoiaba|CE|62750-000|-4.4905|-38.6776
3415|2015-03-01|0.0|230120|Aracoiaba|CE|62750-000|-4.4905|-38.6776
3416|2015-03-08|0.0|230120|Aracoiaba|CE|62750-000|-4.4905|-38.6776
3417|2015-03-15|0.0|230120|Aracoiaba|CE|62750-000|-4.4905|-38.6776
3418|2015-03-22|0.0|230120|Aracoiaba|CE|62750-000|-4.4905|-38.6776
3419|2015-03-29|0.0|230120|Aracoiaba|CE|62750-000|-4.4905|-38.6776
3420|2015-04-05|0.0|230120|Aracoiaba|CE|62750-000|-4.4905|-38.6776
3421|2015-04-12|0.0|230120|Aracoiaba|CE|62750-000|-4.4905|-38.6776
3422|2015-04-19|0.0|230120|Aracoiaba|CE|62750-000|-4.4905|-38.6776
3423|2015-04-26|0.0|230120|Aracoiaba|CE|62750-000|-4.4905|-38.6776
3424|2015-05-03|0.0|230120|Aracoiaba|CE|62750-000|-4.4905|-38.6776
3425|2015-05-10|0.0|230120|Aracoiaba|CE|62750-000|-4.4905|-38.6776
3426|2015-05-17|0.0|230120|Aracoiaba|CE|62750-000|-4.4905|-38.6776
3427|2015-05-24|0.0|230120|Aracoiaba|CE|62750-000|-4.4905|-38.6776
3428|2015-05-31|0.0|230120|Aracoiaba|CE|62750-000|-4.4905|-38.6776
3429|2015-06-07|0.0|230120|Aracoiaba|CE|62750-000|-4.4905|-38.6776
3430|2015-06-14|0.0|230120|Aracoiaba|CE|62750-000|-4.4905|-38.6776
